transaction_id,number_id,ATM_id,transaction_type,transaction_start,transaction_end,transaction_amount
13,c-NIGER-2,NIGER-1,1,2018-04-01 03:57:45,2018-04-01 03:57:45,10340.09
2,c-NIGER-0,NIGER-4,3,2018-04-01 03:57:46,,
2,c-NIGER-0,NIGER-4,3,2018-04-01 03:57:46,2018-04-01 03:57:46,41458.94
35,c-NIGER-9,NIGER-8,0,2018-04-01 03:57:47,,
35,c-NIGER-9,NIGER-8,0,2018-04-01 03:57:47,2018-04-01 03:57:47,64643.52
14,c-NIGER-2,NIGER-1,0,2018-04-01 03:57:48,,
14,c-NIGER-2,NIGER-1,0,2018-04-01 03:57:48,2018-04-01 03:57:48,37251.9
21,c-NIGER-5,NIGER-4,3,2018-04-01 03:57:48,,
32,c-NIGER-7,NIGER-1,2,2018-04-01 03:57:48,,
21,c-NIGER-5,NIGER-4,3,2018-04-01 03:57:48,2018-04-01 03:57:48,723.42
32,c-NIGER-7,NIGER-1,2,2018-04-01 03:57:48,2018-04-01 03:57:48,0.0
3,c-NIGER-0,NIGER-4,0,2018-04-01 03:57:49,,
3,c-NIGER-0,NIGER-4,0,2018-04-01 03:57:49,2018-04-01 03:57:49,8009.67
36,c-NIGER-9,EXT-2,1,2018-04-01 03:57:49,,
36,c-NIGER-9,EXT-2,1,2018-04-01 03:57:49,2018-04-01 03:57:49,18627.07
4,c-NIGER-0,NIGER-6,0,2018-04-01 03:57:51,,
4,c-NIGER-0,NIGER-6,0,2018-04-01 03:57:51,2018-04-01 03:57:51,13755.34
6,c-NIGER-0,NIGER-8,0,2018-04-01 03:57:52,,
6,c-NIGER-0,NIGER-8,0,2018-04-01 03:57:52,2018-04-01 03:57:52,27510.68
20,c-NIGER-4,NIGER-9,0,2018-04-01 03:57:53,,
20,c-NIGER-4,NIGER-9,0,2018-04-01 03:57:53,2018-04-01 03:57:53,1106.44
27,c-NIGER-6,NIGER-4,3,2018-04-01 03:57:54,,
27,c-NIGER-6,NIGER-4,3,2018-04-01 03:57:54,2018-04-01 03:57:54,53240.71
37,c-NIGER-9,EXT-0,0,2018-04-01 03:57:54,,
37,c-NIGER-9,EXT-0,0,2018-04-01 03:57:54,2018-04-01 03:57:54,73952.27
28,c-NIGER-6,NIGER-6,0,2018-04-01 03:57:55,,
28,c-NIGER-6,NIGER-6,0,2018-04-01 03:57:55,2018-04-01 03:57:55,32833.29
46,c-NIGER-11,EXT-0,0,2018-04-01 03:57:57,,
46,c-NIGER-11,EXT-0,0,2018-04-01 03:57:57,2018-04-01 03:57:57,6681.78
47,c-NIGER-11,EXT-2,0,2018-04-01 03:57:57,,
47,c-NIGER-11,EXT-2,0,2018-04-01 03:57:57,2018-04-01 03:57:57,14529.43
5,c-NIGER-0,NIGER-7,3,2018-04-01 03:57:58,,
38,c-NIGER-9,NIGER-8,0,2018-04-01 03:57:58,,
5,c-NIGER-0,NIGER-7,3,2018-04-01 03:57:58,2018-04-01 03:57:58,28999.46
38,c-NIGER-9,NIGER-8,0,2018-04-01 03:57:58,2018-04-01 03:57:58,23606.79
22,c-NIGER-5,NIGER-6,0,2018-04-01 03:58:00,,
22,c-NIGER-5,NIGER-6,0,2018-04-01 03:58:00,2018-04-01 03:58:00,49982.04
9,c-NIGER-1,EXT-0,3,2018-04-01 03:58:00,,
9,c-NIGER-1,EXT-0,3,2018-04-01 03:58:00,2018-04-01 03:58:00,35495.86
41,c-NIGER-10,EXT-1,0,2018-04-01 03:58:00,,
41,c-NIGER-10,EXT-1,0,2018-04-01 03:58:00,2018-04-01 03:58:00,15882.07
23,c-NIGER-5,NIGER-6,1,2018-04-01 03:58:03,,
23,c-NIGER-5,NIGER-6,1,2018-04-01 03:58:03,2018-04-01 03:58:03,11713.23
48,c-NIGER-11,EXT-2,3,2018-04-01 03:58:04,,
48,c-NIGER-11,EXT-2,3,2018-04-01 03:58:04,2018-04-01 03:58:04,42276.18
49,c-NIGER-11,EXT-3,3,2018-04-01 03:58:05,,
49,c-NIGER-11,EXT-3,3,2018-04-01 03:58:05,2018-04-01 03:58:05,84552.36
