transaction_id,number_id,ATM_id,transaction_type,transaction_start,transaction_end,transaction_amount
13,c-NIGER-2,NIGER-1,1,2018-04-01 04:00:28,2018-04-01 04:00:28,10340.09
2,c-NIGER-0,NIGER-4,3,2018-04-01 04:00:32,,
2,c-NIGER-0,NIGER-4,3,2018-04-01 04:00:32,2018-04-01 04:00:32,41458.94
35,c-NIGER-9,NIGER-8,0,2018-04-01 04:00:39,,
35,c-NIGER-9,NIGER-8,0,2018-04-01 04:00:39,2018-04-01 04:00:39,64643.52
14,c-NIGER-2,NIGER-1,0,2018-04-01 04:00:40,,
14,c-NIGER-2,NIGER-1,0,2018-04-01 04:00:40,2018-04-01 04:00:40,37251.9
21,c-NIGER-5,NIGER-4,3,2018-04-01 04:00:44,,
32,c-NIGER-7,NIGER-1,2,2018-04-01 04:00:44,,
21,c-NIGER-5,NIGER-4,3,2018-04-01 04:00:44,2018-04-01 04:00:44,723.42
32,c-NIGER-7,NIGER-1,2,2018-04-01 04:00:44,2018-04-01 04:00:44,0.0
3,c-NIGER-0,NIGER-4,0,2018-04-01 04:00:45,,
3,c-NIGER-0,NIGER-4,0,2018-04-01 04:00:45,2018-04-01 04:00:45,8009.67
36,c-NIGER-9,EXT-2,1,2018-04-01 04:00:48,,
36,c-NIGER-9,EXT-2,1,2018-04-01 04:00:48,2018-04-01 04:00:48,18627.07
4,c-NIGER-0,NIGER-6,0,2018-04-01 04:00:59,,
4,c-NIGER-0,NIGER-6,0,2018-04-01 04:00:59,2018-04-01 04:00:59,13755.34
6,c-NIGER-0,NIGER-8,0,2018-04-01 04:01:01,,
6,c-NIGER-0,NIGER-8,0,2018-04-01 04:01:01,2018-04-01 04:01:01,27510.68
20,c-NIGER-4,NIGER-9,0,2018-04-01 04:01:05,,
20,c-NIGER-4,NIGER-9,0,2018-04-01 04:01:05,2018-04-01 04:01:05,1106.44
27,c-NIGER-6,NIGER-4,3,2018-04-01 04:01:13,,
27,c-NIGER-6,NIGER-4,3,2018-04-01 04:01:13,2018-04-01 04:01:13,53240.71
37,c-NIGER-9,EXT-0,0,2018-04-01 04:01:14,,
37,c-NIGER-9,EXT-0,0,2018-04-01 04:01:14,2018-04-01 04:01:14,73952.27
28,c-NIGER-6,NIGER-6,0,2018-04-01 04:01:19,,
28,c-NIGER-6,NIGER-6,0,2018-04-01 04:01:19,2018-04-01 04:01:19,32833.29
46,c-NIGER-11,EXT-0,0,2018-04-01 04:01:25,,
46,c-NIGER-11,EXT-0,0,2018-04-01 04:01:25,2018-04-01 04:01:26,6681.78
47,c-NIGER-11,EXT-2,0,2018-04-01 04:01:29,,
47,c-NIGER-11,EXT-2,0,2018-04-01 04:01:29,2018-04-01 04:01:29,14529.43
5,c-NIGER-0,NIGER-7,3,2018-04-01 04:01:31,,
38,c-NIGER-9,NIGER-8,0,2018-04-01 04:01:31,,
5,c-NIGER-0,NIGER-7,3,2018-04-01 04:01:31,2018-04-01 04:01:32,28999.46
38,c-NIGER-9,NIGER-8,0,2018-04-01 04:01:31,2018-04-01 04:01:32,23606.79
22,c-NIGER-5,NIGER-6,0,2018-04-01 04:01:40,,
22,c-NIGER-5,NIGER-6,0,2018-04-01 04:01:40,2018-04-01 04:01:40,49982.04
9,c-NIGER-1,EXT-0,3,2018-04-01 04:01:41,,
9,c-NIGER-1,EXT-0,3,2018-04-01 04:01:41,2018-04-01 04:01:41,35495.86
41,c-NIGER-10,EXT-1,0,2018-04-01 04:01:44,,
41,c-NIGER-10,EXT-1,0,2018-04-01 04:01:44,2018-04-01 04:01:44,15882.07
23,c-NIGER-5,NIGER-6,1,2018-04-01 04:01:56,,
23,c-NIGER-5,NIGER-6,1,2018-04-01 04:01:56,2018-04-01 04:01:56,11713.23
48,c-NIGER-11,EXT-2,3,2018-04-01 04:02:03,,
48,c-NIGER-11,EXT-2,3,2018-04-01 04:02:03,2018-04-01 04:02:03,42276.18
49,c-NIGER-11,EXT-3,3,2018-04-01 04:02:05,,
49,c-NIGER-11,EXT-3,3,2018-04-01 04:02:05,2018-04-01 04:02:05,84552.36
