transaction_id,number_id,ATM_id,transaction_type,transaction_start,transaction_end,transaction_amount
13,c-NIGER-2,NIGER-1,1,2018-04-01 03:58:26,2018-04-01 03:58:26,10340.09
2,c-NIGER-0,NIGER-4,3,2018-04-01 03:58:28,,
2,c-NIGER-0,NIGER-4,3,2018-04-01 03:58:28,2018-04-01 03:58:28,41458.94
35,c-NIGER-9,NIGER-8,0,2018-04-01 03:58:30,,
35,c-NIGER-9,NIGER-8,0,2018-04-01 03:58:30,2018-04-01 03:58:30,64643.52
14,c-NIGER-2,NIGER-1,0,2018-04-01 03:58:31,,
14,c-NIGER-2,NIGER-1,0,2018-04-01 03:58:31,2018-04-01 03:58:31,37251.9
21,c-NIGER-5,NIGER-4,3,2018-04-01 03:58:32,,
32,c-NIGER-7,NIGER-1,2,2018-04-01 03:58:32,,
21,c-NIGER-5,NIGER-4,3,2018-04-01 03:58:32,2018-04-01 03:58:32,723.42
32,c-NIGER-7,NIGER-1,2,2018-04-01 03:58:32,2018-04-01 03:58:32,0.0
3,c-NIGER-0,NIGER-4,0,2018-04-01 03:58:33,,
3,c-NIGER-0,NIGER-4,0,2018-04-01 03:58:33,2018-04-01 03:58:33,8009.67
36,c-NIGER-9,EXT-2,1,2018-04-01 03:58:34,,
36,c-NIGER-9,EXT-2,1,2018-04-01 03:58:34,2018-04-01 03:58:34,18627.07
4,c-NIGER-0,NIGER-6,0,2018-04-01 03:58:38,,
4,c-NIGER-0,NIGER-6,0,2018-04-01 03:58:38,2018-04-01 03:58:38,13755.34
6,c-NIGER-0,NIGER-8,0,2018-04-01 03:58:39,,
6,c-NIGER-0,NIGER-8,0,2018-04-01 03:58:39,2018-04-01 03:58:39,27510.68
20,c-NIGER-4,NIGER-9,0,2018-04-01 03:58:41,,
20,c-NIGER-4,NIGER-9,0,2018-04-01 03:58:41,2018-04-01 03:58:41,1106.44
27,c-NIGER-6,NIGER-4,3,2018-04-01 03:58:44,,
27,c-NIGER-6,NIGER-4,3,2018-04-01 03:58:44,2018-04-01 03:58:44,53240.71
37,c-NIGER-9,EXT-0,0,2018-04-01 03:58:44,,
37,c-NIGER-9,EXT-0,0,2018-04-01 03:58:44,2018-04-01 03:58:44,73952.27
28,c-NIGER-6,NIGER-6,0,2018-04-01 03:58:46,,
28,c-NIGER-6,NIGER-6,0,2018-04-01 03:58:46,2018-04-01 03:58:46,32833.29
46,c-NIGER-11,EXT-0,0,2018-04-01 03:58:49,,
46,c-NIGER-11,EXT-0,0,2018-04-01 03:58:49,2018-04-01 03:58:49,6681.78
47,c-NIGER-11,EXT-2,0,2018-04-01 03:58:50,,
47,c-NIGER-11,EXT-2,0,2018-04-01 03:58:50,2018-04-01 03:58:50,14529.43
5,c-NIGER-0,NIGER-7,3,2018-04-01 03:58:51,,
38,c-NIGER-9,NIGER-8,0,2018-04-01 03:58:51,,
5,c-NIGER-0,NIGER-7,3,2018-04-01 03:58:51,2018-04-01 03:58:51,28999.46
38,c-NIGER-9,NIGER-8,0,2018-04-01 03:58:51,2018-04-01 03:58:51,23606.79
22,c-NIGER-5,NIGER-6,0,2018-04-01 03:58:55,,
22,c-NIGER-5,NIGER-6,0,2018-04-01 03:58:55,2018-04-01 03:58:55,49982.04
9,c-NIGER-1,EXT-0,3,2018-04-01 03:58:55,,
9,c-NIGER-1,EXT-0,3,2018-04-01 03:58:55,2018-04-01 03:58:55,35495.86
41,c-NIGER-10,EXT-1,0,2018-04-01 03:58:56,,
41,c-NIGER-10,EXT-1,0,2018-04-01 03:58:56,2018-04-01 03:58:56,15882.07
23,c-NIGER-5,NIGER-6,1,2018-04-01 03:59:01,,
23,c-NIGER-5,NIGER-6,1,2018-04-01 03:59:01,2018-04-01 03:59:01,11713.23
48,c-NIGER-11,EXT-2,3,2018-04-01 03:59:04,,
48,c-NIGER-11,EXT-2,3,2018-04-01 03:59:04,2018-04-01 03:59:04,42276.18
49,c-NIGER-11,EXT-3,3,2018-04-01 03:59:05,,
49,c-NIGER-11,EXT-3,3,2018-04-01 03:59:05,2018-04-01 03:59:05,84552.36
