ATM_id,loc_latitude,loc_longitude,city,country
LAGO-95,10.707939,9.306766,Kano,Nigeria
LAGO-96,11.189296,9.331005,Kano,Nigeria
LAGO-97,6.328464,3.461886,Lagos,Nigeria
LAGO-98,6.393366,3.461634,Lagos,Nigeria
LAGO-99,5.099605,6.652033,Ahoada,Nigeria
LAGO-100,11.525981,7.887924,Kano,Nigeria
LAGO-101,6.510251,3.410507,Lagos,Nigeria
LAGO-102,8.952351,7.453496,Abuja,Nigeria
LAGO-103,6.626484,7.886485,Enugu,Nigeria
LAGO-104,6.754073,7.091686,Enugu,Nigeria
LAGO-105,10.990655,9.048984,Kano,Nigeria
LAGO-106,4.570994,7.552778,Opobo,Nigeria
LAGO-107,8.926291,7.358792,Abuja,Nigeria
LAGO-108,10.590332,9.028541,Kano,Nigeria
LAGO-109,11.355045,7.931132,Kano,Nigeria
LAGO-110,11.792023,8.867894,Kano,Nigeria
LAGO-111,8.962126,7.35082,Abuja,Nigeria
LAGO-112,11.954946,8.767653,Kano,Nigeria
LAGO-113,9.187577,7.560611,Abuja,Nigeria
LAGO-114,6.354053,3.510603,Lagos,Nigeria
LAGO-115,8.989055,7.446069,Abuja,Nigeria
LAGO-116,6.01524,7.04775,Enugu,Nigeria
LAGO-117,4.547177,7.53404,Opobo,Nigeria
LAGO-118,6.334518,3.546998,Lagos,Nigeria
LAGO-119,6.558419,3.471343,Lagos,Nigeria
LAGO-120,6.518101,3.460212,Lagos,Nigeria
LAGO-121,11.561031,7.823952,Kano,Nigeria
LAGO-122,6.595059,3.537595,Lagos,Nigeria
LAGO-123,9.080941,7.513804,Abuja,Nigeria
LAGO-124,6.495627,3.395041,Lagos,Nigeria
LAGO-125,6.556357,3.327245,Lagos,Nigeria
LAGO-126,6.429733,3.25559,Lagos,Nigeria
LAGO-127,12.011833,7.79458,Kano,Nigeria
LAGO-128,6.352306,3.525887,Lagos,Nigeria
LAGO-129,4.553147,7.548611,Opobo,Nigeria
LAGO-130,4.635252,7.326728,Gokana,Nigeria
LAGO-131,12.42678,7.798343,Kano,Nigeria
LAGO-132,11.458265,8.337614,Kano,Nigeria
LAGO-133,4.725075,7.183202,Eleme,Nigeria
LAGO-134,6.62908,7.162118,Enugu,Nigeria
LAGO-135,4.556384,7.562303,Opobo,Nigeria
LAGO-136,6.882902,7.389969,Enugu,Nigeria
LAGO-137,4.809835,7.353714,Oyigbo,Nigeria
LAGO-138,4.566907,7.564902,Opobo,Nigeria
LAGO-139,10.700578,9.041257,Kano,Nigeria
LAGO-140,6.969639,7.35236,Nsukka,Nigeria
LAGO-141,6.544674,3.439413,Lagos,Nigeria
LAGO-142,6.324381,3.496138,Lagos,Nigeria
LAGO-143,6.488305,3.465425,Lagos,Nigeria
LAGO-144,9.102504,7.461576,Abuja,Nigeria
LAGO-145,6.577163,3.536572,Lagos,Nigeria
LAGO-146,6.597931,3.372447,Lagos,Nigeria
LAGO-147,5.875938,7.941692,Nkanu,Nigeria
LAGO-148,9.044082,7.469153,Abuja,Nigeria
LAGO-149,8.14016,6.78336,Oji,Nigeria
