code,ATM_id
MEDIUM,MEDIUM-240
MEDIUM,MEDIUM-241
MEDIUM,MEDIUM-242
MEDIUM,MEDIUM-243
MEDIUM,MEDIUM-244
MEDIUM,MEDIUM-245
MEDIUM,MEDIUM-246
MEDIUM,MEDIUM-247
MEDIUM,MEDIUM-248
MEDIUM,MEDIUM-249
MEDIUM,MEDIUM-250
MEDIUM,MEDIUM-251
MEDIUM,MEDIUM-252
MEDIUM,MEDIUM-253
MEDIUM,MEDIUM-254
MEDIUM,MEDIUM-255
MEDIUM,MEDIUM-256
MEDIUM,MEDIUM-257
MEDIUM,MEDIUM-258
MEDIUM,MEDIUM-259
MEDIUM,MEDIUM-260
MEDIUM,MEDIUM-261
MEDIUM,MEDIUM-262
MEDIUM,MEDIUM-263
MEDIUM,MEDIUM-264
MEDIUM,MEDIUM-265
MEDIUM,MEDIUM-266
MEDIUM,MEDIUM-267
MEDIUM,MEDIUM-268
MEDIUM,MEDIUM-269
MEDIUM,MEDIUM-270
MEDIUM,MEDIUM-271
MEDIUM,MEDIUM-272
MEDIUM,MEDIUM-273
MEDIUM,MEDIUM-274
MEDIUM,MEDIUM-275
MEDIUM,MEDIUM-276
MEDIUM,MEDIUM-277
MEDIUM,MEDIUM-278
MEDIUM,MEDIUM-279
MEDIUM,MEDIUM-280
MEDIUM,MEDIUM-281
MEDIUM,MEDIUM-282
MEDIUM,MEDIUM-283
MEDIUM,MEDIUM-284
MEDIUM,MEDIUM-285
MEDIUM,MEDIUM-286
MEDIUM,MEDIUM-287
MEDIUM,MEDIUM-288
MEDIUM,MEDIUM-289
MEDIUM,MEDIUM-290
MEDIUM,MEDIUM-291
MEDIUM,MEDIUM-292
MEDIUM,MEDIUM-293
MEDIUM,MEDIUM-294
MEDIUM,MEDIUM-295
MEDIUM,MEDIUM-296
MEDIUM,MEDIUM-297
MEDIUM,MEDIUM-298
MEDIUM,MEDIUM-299
MEDIUM,MEDIUM-300
MEDIUM,MEDIUM-301
MEDIUM,MEDIUM-302
MEDIUM,MEDIUM-303
MEDIUM,MEDIUM-304
MEDIUM,MEDIUM-305
MEDIUM,MEDIUM-306
MEDIUM,MEDIUM-307
MEDIUM,MEDIUM-308
MEDIUM,MEDIUM-309
MEDIUM,MEDIUM-310
MEDIUM,MEDIUM-311
MEDIUM,MEDIUM-312
MEDIUM,MEDIUM-313
MEDIUM,MEDIUM-314
MEDIUM,MEDIUM-315
MEDIUM,MEDIUM-316
MEDIUM,MEDIUM-317
MEDIUM,MEDIUM-318
MEDIUM,MEDIUM-319
MEDIUM,MEDIUM-320
MEDIUM,MEDIUM-321
MEDIUM,MEDIUM-322
MEDIUM,MEDIUM-323
MEDIUM,MEDIUM-324
MEDIUM,MEDIUM-325
MEDIUM,MEDIUM-326
MEDIUM,MEDIUM-327
MEDIUM,MEDIUM-328
MEDIUM,MEDIUM-329
MEDIUM,MEDIUM-330
MEDIUM,MEDIUM-331
MEDIUM,MEDIUM-332
MEDIUM,MEDIUM-333
MEDIUM,MEDIUM-334
MEDIUM,MEDIUM-335
MEDIUM,MEDIUM-336
MEDIUM,MEDIUM-337
MEDIUM,MEDIUM-338
MEDIUM,MEDIUM-339
MEDIUM,MEDIUM-340
MEDIUM,MEDIUM-341
MEDIUM,MEDIUM-342
MEDIUM,MEDIUM-343
MEDIUM,MEDIUM-344
MEDIUM,MEDIUM-345
MEDIUM,MEDIUM-346
MEDIUM,MEDIUM-347
MEDIUM,MEDIUM-348
MEDIUM,MEDIUM-349
MEDIUM,MEDIUM-350
MEDIUM,MEDIUM-351
MEDIUM,MEDIUM-352
MEDIUM,MEDIUM-353
MEDIUM,MEDIUM-354
MEDIUM,MEDIUM-355
MEDIUM,MEDIUM-356
MEDIUM,MEDIUM-357
MEDIUM,MEDIUM-358
MEDIUM,MEDIUM-359
MEDIUM,MEDIUM-360
MEDIUM,MEDIUM-361
MEDIUM,MEDIUM-362
MEDIUM,MEDIUM-363
MEDIUM,MEDIUM-364
MEDIUM,MEDIUM-365
MEDIUM,MEDIUM-366
MEDIUM,MEDIUM-367
MEDIUM,MEDIUM-368
MEDIUM,MEDIUM-369
MEDIUM,MEDIUM-370
MEDIUM,MEDIUM-371
MEDIUM,MEDIUM-372
MEDIUM,MEDIUM-373
MEDIUM,MEDIUM-374
MEDIUM,MEDIUM-375
MEDIUM,MEDIUM-376
MEDIUM,MEDIUM-377
MEDIUM,MEDIUM-378
MEDIUM,MEDIUM-379
MEDIUM,MEDIUM-380
MEDIUM,MEDIUM-381
MEDIUM,MEDIUM-382
MEDIUM,MEDIUM-383
MEDIUM,MEDIUM-384
MEDIUM,MEDIUM-385
MEDIUM,MEDIUM-386
MEDIUM,MEDIUM-387
MEDIUM,MEDIUM-388
MEDIUM,MEDIUM-389
MEDIUM,MEDIUM-390
MEDIUM,MEDIUM-391
MEDIUM,MEDIUM-392
MEDIUM,MEDIUM-393
MEDIUM,MEDIUM-394
MEDIUM,MEDIUM-395
MEDIUM,MEDIUM-396
MEDIUM,MEDIUM-397
MEDIUM,MEDIUM-398
MEDIUM,MEDIUM-399
MEDIUM,MEDIUM-400
MEDIUM,MEDIUM-401
MEDIUM,MEDIUM-402
MEDIUM,MEDIUM-403
MEDIUM,MEDIUM-404
MEDIUM,MEDIUM-405
MEDIUM,MEDIUM-406
MEDIUM,MEDIUM-407
MEDIUM,MEDIUM-408
MEDIUM,MEDIUM-409
MEDIUM,MEDIUM-410
MEDIUM,MEDIUM-411
MEDIUM,MEDIUM-412
MEDIUM,MEDIUM-413
MEDIUM,MEDIUM-414
MEDIUM,MEDIUM-415
MEDIUM,MEDIUM-416
MEDIUM,MEDIUM-417
MEDIUM,MEDIUM-418
MEDIUM,MEDIUM-419
MEDIUM,MEDIUM-420
MEDIUM,MEDIUM-421
MEDIUM,MEDIUM-422
MEDIUM,MEDIUM-423
MEDIUM,MEDIUM-424
MEDIUM,MEDIUM-425
MEDIUM,MEDIUM-426
MEDIUM,MEDIUM-427
MEDIUM,MEDIUM-428
MEDIUM,MEDIUM-429
MEDIUM,MEDIUM-430
MEDIUM,MEDIUM-431
MEDIUM,MEDIUM-432
MEDIUM,MEDIUM-433
MEDIUM,MEDIUM-434
MEDIUM,MEDIUM-435
MEDIUM,MEDIUM-436
MEDIUM,MEDIUM-437
MEDIUM,MEDIUM-438
MEDIUM,MEDIUM-439
MEDIUM,MEDIUM-440
MEDIUM,MEDIUM-441
MEDIUM,MEDIUM-442
MEDIUM,MEDIUM-443
MEDIUM,MEDIUM-444
MEDIUM,MEDIUM-445
MEDIUM,MEDIUM-446
MEDIUM,MEDIUM-447
MEDIUM,MEDIUM-448
MEDIUM,MEDIUM-449
MEDIUM,MEDIUM-450
MEDIUM,MEDIUM-451
MEDIUM,MEDIUM-452
MEDIUM,MEDIUM-453
MEDIUM,MEDIUM-454
MEDIUM,MEDIUM-455
MEDIUM,MEDIUM-456
MEDIUM,MEDIUM-457
MEDIUM,MEDIUM-458
MEDIUM,MEDIUM-459
MEDIUM,MEDIUM-460
MEDIUM,MEDIUM-461
MEDIUM,MEDIUM-462
MEDIUM,MEDIUM-463
MEDIUM,MEDIUM-464
MEDIUM,MEDIUM-465
MEDIUM,MEDIUM-466
MEDIUM,MEDIUM-467
MEDIUM,MEDIUM-468
MEDIUM,MEDIUM-469
MEDIUM,MEDIUM-470
MEDIUM,MEDIUM-471
MEDIUM,MEDIUM-472
MEDIUM,MEDIUM-473
MEDIUM,MEDIUM-474
MEDIUM,MEDIUM-475
MEDIUM,MEDIUM-476
MEDIUM,MEDIUM-477
MEDIUM,MEDIUM-478
MEDIUM,MEDIUM-479
MEDIUM,MEDIUM-480
MEDIUM,MEDIUM-481
MEDIUM,MEDIUM-482
MEDIUM,MEDIUM-483
MEDIUM,MEDIUM-484
MEDIUM,MEDIUM-485
MEDIUM,MEDIUM-486
MEDIUM,MEDIUM-487
MEDIUM,MEDIUM-488
MEDIUM,MEDIUM-489
MEDIUM,MEDIUM-490
MEDIUM,MEDIUM-491
MEDIUM,MEDIUM-492
MEDIUM,MEDIUM-493
MEDIUM,MEDIUM-494
MEDIUM,MEDIUM-495
MEDIUM,MEDIUM-496
MEDIUM,MEDIUM-497
MEDIUM,MEDIUM-498
MEDIUM,MEDIUM-499
MEDIUM,MEDIUM-500
MEDIUM,MEDIUM-501
MEDIUM,MEDIUM-502
MEDIUM,MEDIUM-503
MEDIUM,MEDIUM-504
MEDIUM,MEDIUM-505
MEDIUM,MEDIUM-506
MEDIUM,MEDIUM-507
MEDIUM,MEDIUM-508
MEDIUM,MEDIUM-509
MEDIUM,MEDIUM-510
MEDIUM,MEDIUM-511
MEDIUM,MEDIUM-512
MEDIUM,MEDIUM-513
MEDIUM,MEDIUM-514
MEDIUM,MEDIUM-515
MEDIUM,MEDIUM-516
MEDIUM,MEDIUM-517
MEDIUM,MEDIUM-518
MEDIUM,MEDIUM-519
MEDIUM,MEDIUM-520
MEDIUM,MEDIUM-521
MEDIUM,MEDIUM-522
MEDIUM,MEDIUM-523
MEDIUM,MEDIUM-524
MEDIUM,MEDIUM-525
MEDIUM,MEDIUM-526
MEDIUM,MEDIUM-527
MEDIUM,MEDIUM-528
MEDIUM,MEDIUM-529
MEDIUM,MEDIUM-530
MEDIUM,MEDIUM-531
MEDIUM,MEDIUM-532
MEDIUM,MEDIUM-533
MEDIUM,MEDIUM-534
MEDIUM,MEDIUM-535
MEDIUM,MEDIUM-536
MEDIUM,MEDIUM-537
MEDIUM,MEDIUM-538
MEDIUM,MEDIUM-539
MEDIUM,MEDIUM-540
MEDIUM,MEDIUM-541
MEDIUM,MEDIUM-542
MEDIUM,MEDIUM-543
MEDIUM,MEDIUM-544
MEDIUM,MEDIUM-545
MEDIUM,MEDIUM-546
MEDIUM,MEDIUM-547
MEDIUM,MEDIUM-548
MEDIUM,MEDIUM-549
MEDIUM,MEDIUM-550
MEDIUM,MEDIUM-551
MEDIUM,MEDIUM-552
MEDIUM,MEDIUM-553
MEDIUM,MEDIUM-554
MEDIUM,MEDIUM-555
MEDIUM,MEDIUM-556
MEDIUM,MEDIUM-557
MEDIUM,MEDIUM-558
MEDIUM,MEDIUM-559
MEDIUM,MEDIUM-560
MEDIUM,MEDIUM-561
MEDIUM,MEDIUM-562
MEDIUM,MEDIUM-563
MEDIUM,MEDIUM-564
MEDIUM,MEDIUM-565
MEDIUM,MEDIUM-566
MEDIUM,MEDIUM-567
MEDIUM,MEDIUM-568
MEDIUM,MEDIUM-569
MEDIUM,MEDIUM-570
MEDIUM,MEDIUM-571
MEDIUM,MEDIUM-572
MEDIUM,MEDIUM-573
MEDIUM,MEDIUM-574
MEDIUM,MEDIUM-575
MEDIUM,MEDIUM-576
MEDIUM,MEDIUM-577
MEDIUM,MEDIUM-578
MEDIUM,MEDIUM-579
MEDIUM,MEDIUM-580
MEDIUM,MEDIUM-581
MEDIUM,MEDIUM-582
MEDIUM,MEDIUM-583
MEDIUM,MEDIUM-584
MEDIUM,MEDIUM-585
MEDIUM,MEDIUM-586
MEDIUM,MEDIUM-587
MEDIUM,MEDIUM-588
MEDIUM,MEDIUM-589
MEDIUM,MEDIUM-590
MEDIUM,MEDIUM-591
MEDIUM,MEDIUM-592
MEDIUM,MEDIUM-593
MEDIUM,MEDIUM-594
MEDIUM,MEDIUM-595
MEDIUM,MEDIUM-596
MEDIUM,MEDIUM-597
MEDIUM,MEDIUM-598
MEDIUM,MEDIUM-599
MEDIUM,MEDIUM-600
MEDIUM,MEDIUM-601
MEDIUM,MEDIUM-602
MEDIUM,MEDIUM-603
MEDIUM,MEDIUM-604
MEDIUM,MEDIUM-605
MEDIUM,MEDIUM-606
MEDIUM,MEDIUM-607
MEDIUM,MEDIUM-608
MEDIUM,MEDIUM-609
MEDIUM,MEDIUM-610
MEDIUM,MEDIUM-611
MEDIUM,MEDIUM-612
MEDIUM,MEDIUM-613
MEDIUM,MEDIUM-614
MEDIUM,MEDIUM-615
MEDIUM,MEDIUM-616
MEDIUM,MEDIUM-617
MEDIUM,MEDIUM-618
MEDIUM,MEDIUM-619
MEDIUM,MEDIUM-620
MEDIUM,MEDIUM-621
MEDIUM,MEDIUM-622
MEDIUM,MEDIUM-623
MEDIUM,MEDIUM-624
MEDIUM,MEDIUM-625
MEDIUM,MEDIUM-626
MEDIUM,MEDIUM-627
MEDIUM,MEDIUM-628
MEDIUM,MEDIUM-629
MEDIUM,MEDIUM-630
MEDIUM,MEDIUM-631
MEDIUM,MEDIUM-632
MEDIUM,MEDIUM-633
MEDIUM,MEDIUM-634
MEDIUM,MEDIUM-635
MEDIUM,MEDIUM-636
MEDIUM,MEDIUM-637
MEDIUM,MEDIUM-638
MEDIUM,MEDIUM-639
MEDIUM,MEDIUM-640
MEDIUM,MEDIUM-641
MEDIUM,MEDIUM-642
MEDIUM,MEDIUM-643
MEDIUM,MEDIUM-644
MEDIUM,MEDIUM-645
MEDIUM,MEDIUM-646
MEDIUM,MEDIUM-647
MEDIUM,MEDIUM-648
MEDIUM,MEDIUM-649
MEDIUM,MEDIUM-650
MEDIUM,MEDIUM-651
MEDIUM,MEDIUM-652
MEDIUM,MEDIUM-653
MEDIUM,MEDIUM-654
MEDIUM,MEDIUM-655
MEDIUM,MEDIUM-656
MEDIUM,MEDIUM-657
MEDIUM,MEDIUM-658
MEDIUM,MEDIUM-659
MEDIUM,MEDIUM-660
MEDIUM,MEDIUM-661
MEDIUM,MEDIUM-662
MEDIUM,MEDIUM-663
MEDIUM,MEDIUM-664
MEDIUM,MEDIUM-665
MEDIUM,MEDIUM-666
MEDIUM,MEDIUM-667
MEDIUM,MEDIUM-668
MEDIUM,MEDIUM-669
MEDIUM,MEDIUM-670
MEDIUM,MEDIUM-671
MEDIUM,MEDIUM-672
MEDIUM,MEDIUM-673
MEDIUM,MEDIUM-674
MEDIUM,MEDIUM-675
MEDIUM,MEDIUM-676
MEDIUM,MEDIUM-677
MEDIUM,MEDIUM-678
MEDIUM,MEDIUM-679
MEDIUM,MEDIUM-680
MEDIUM,MEDIUM-681
MEDIUM,MEDIUM-682
MEDIUM,MEDIUM-683
MEDIUM,MEDIUM-684
MEDIUM,MEDIUM-685
MEDIUM,MEDIUM-686
MEDIUM,MEDIUM-687
MEDIUM,MEDIUM-688
MEDIUM,MEDIUM-689
MEDIUM,MEDIUM-690
MEDIUM,MEDIUM-691
MEDIUM,MEDIUM-692
MEDIUM,MEDIUM-693
MEDIUM,MEDIUM-694
MEDIUM,MEDIUM-695
MEDIUM,MEDIUM-696
MEDIUM,MEDIUM-697
MEDIUM,MEDIUM-698
MEDIUM,MEDIUM-699
MEDIUM,MEDIUM-700
MEDIUM,MEDIUM-701
MEDIUM,MEDIUM-702
MEDIUM,MEDIUM-703
MEDIUM,MEDIUM-704
MEDIUM,MEDIUM-705
MEDIUM,MEDIUM-706
MEDIUM,MEDIUM-707
MEDIUM,MEDIUM-708
MEDIUM,MEDIUM-709
MEDIUM,MEDIUM-710
MEDIUM,MEDIUM-711
MEDIUM,MEDIUM-712
MEDIUM,MEDIUM-713
MEDIUM,MEDIUM-714
MEDIUM,MEDIUM-715
MEDIUM,MEDIUM-716
MEDIUM,MEDIUM-717
MEDIUM,MEDIUM-718
MEDIUM,MEDIUM-719
MEDIUM,MEDIUM-720
MEDIUM,MEDIUM-721
MEDIUM,MEDIUM-722
MEDIUM,MEDIUM-723
MEDIUM,MEDIUM-724
MEDIUM,MEDIUM-725
MEDIUM,MEDIUM-726
MEDIUM,MEDIUM-727
MEDIUM,MEDIUM-728
MEDIUM,MEDIUM-729
MEDIUM,MEDIUM-730
MEDIUM,MEDIUM-731
MEDIUM,MEDIUM-732
MEDIUM,MEDIUM-733
MEDIUM,MEDIUM-734
MEDIUM,MEDIUM-735
MEDIUM,MEDIUM-736
MEDIUM,MEDIUM-737
MEDIUM,MEDIUM-738
MEDIUM,MEDIUM-739
MEDIUM,MEDIUM-740
MEDIUM,MEDIUM-741
MEDIUM,MEDIUM-742
MEDIUM,MEDIUM-743
MEDIUM,MEDIUM-744
MEDIUM,MEDIUM-745
MEDIUM,MEDIUM-746
MEDIUM,MEDIUM-747
MEDIUM,MEDIUM-748
MEDIUM,MEDIUM-749
MEDIUM,MEDIUM-750
MEDIUM,MEDIUM-751
MEDIUM,MEDIUM-752
MEDIUM,MEDIUM-753
MEDIUM,MEDIUM-754
MEDIUM,MEDIUM-755
MEDIUM,MEDIUM-756
MEDIUM,MEDIUM-757
MEDIUM,MEDIUM-758
MEDIUM,MEDIUM-759
MEDIUM,MEDIUM-760
MEDIUM,MEDIUM-761
MEDIUM,MEDIUM-762
MEDIUM,MEDIUM-763
MEDIUM,MEDIUM-764
MEDIUM,MEDIUM-765
MEDIUM,MEDIUM-766
MEDIUM,MEDIUM-767
MEDIUM,MEDIUM-768
MEDIUM,MEDIUM-769
MEDIUM,MEDIUM-770
MEDIUM,MEDIUM-771
MEDIUM,MEDIUM-772
MEDIUM,MEDIUM-773
MEDIUM,MEDIUM-774
MEDIUM,MEDIUM-775
MEDIUM,MEDIUM-776
MEDIUM,MEDIUM-777
MEDIUM,MEDIUM-778
MEDIUM,MEDIUM-779
MEDIUM,MEDIUM-780
MEDIUM,MEDIUM-781
MEDIUM,MEDIUM-782
MEDIUM,MEDIUM-783
MEDIUM,MEDIUM-784
MEDIUM,MEDIUM-785
MEDIUM,MEDIUM-786
MEDIUM,MEDIUM-787
MEDIUM,MEDIUM-788
MEDIUM,MEDIUM-789
MEDIUM,MEDIUM-790
MEDIUM,MEDIUM-791
MEDIUM,MEDIUM-792
MEDIUM,MEDIUM-793
MEDIUM,MEDIUM-794
MEDIUM,MEDIUM-795
MEDIUM,MEDIUM-796
MEDIUM,MEDIUM-797
MEDIUM,MEDIUM-798
MEDIUM,MEDIUM-799
MEDIUM,MEDIUM-800
MEDIUM,MEDIUM-801
MEDIUM,MEDIUM-802
MEDIUM,MEDIUM-803
MEDIUM,MEDIUM-804
MEDIUM,MEDIUM-805
MEDIUM,MEDIUM-806
MEDIUM,MEDIUM-807
MEDIUM,MEDIUM-808
MEDIUM,MEDIUM-809
MEDIUM,MEDIUM-810
MEDIUM,MEDIUM-811
MEDIUM,MEDIUM-812
MEDIUM,MEDIUM-813
MEDIUM,MEDIUM-814
MEDIUM,MEDIUM-815
MEDIUM,MEDIUM-816
MEDIUM,MEDIUM-817
MEDIUM,MEDIUM-818
MEDIUM,MEDIUM-819
MEDIUM,MEDIUM-820
MEDIUM,MEDIUM-821
MEDIUM,MEDIUM-822
MEDIUM,MEDIUM-823
MEDIUM,MEDIUM-824
MEDIUM,MEDIUM-825
MEDIUM,MEDIUM-826
MEDIUM,MEDIUM-827
MEDIUM,MEDIUM-828
MEDIUM,MEDIUM-829
MEDIUM,MEDIUM-830
MEDIUM,MEDIUM-831
MEDIUM,MEDIUM-832
MEDIUM,MEDIUM-833
MEDIUM,MEDIUM-834
MEDIUM,MEDIUM-835
MEDIUM,MEDIUM-836
MEDIUM,MEDIUM-837
MEDIUM,MEDIUM-838
MEDIUM,MEDIUM-839
MEDIUM,MEDIUM-840
MEDIUM,MEDIUM-841
MEDIUM,MEDIUM-842
MEDIUM,MEDIUM-843
MEDIUM,MEDIUM-844
MEDIUM,MEDIUM-845
MEDIUM,MEDIUM-846
MEDIUM,MEDIUM-847
MEDIUM,MEDIUM-848
MEDIUM,MEDIUM-849
MEDIUM,MEDIUM-850
MEDIUM,MEDIUM-851
MEDIUM,MEDIUM-852
MEDIUM,MEDIUM-853
MEDIUM,MEDIUM-854
MEDIUM,MEDIUM-855
MEDIUM,MEDIUM-856
MEDIUM,MEDIUM-857
MEDIUM,MEDIUM-858
MEDIUM,MEDIUM-859
MEDIUM,MEDIUM-860
MEDIUM,MEDIUM-861
MEDIUM,MEDIUM-862
MEDIUM,MEDIUM-863
MEDIUM,MEDIUM-864
MEDIUM,MEDIUM-865
MEDIUM,MEDIUM-866
MEDIUM,MEDIUM-867
MEDIUM,MEDIUM-868
MEDIUM,MEDIUM-869
MEDIUM,MEDIUM-870
MEDIUM,MEDIUM-871
MEDIUM,MEDIUM-872
MEDIUM,MEDIUM-873
