8,c-NIGER-1,NIGER-8,0,2018-04-03 18:39:56,2018-04-03 18:42:58,33963.87
12,c-NIGER-2,NIGER-5,0,2018-04-03 23:42:08,0001-01-01 00:00:00,0.00
12,c-NIGER-2,NIGER-5,0,2018-04-03 23:42:08,2018-04-03 23:43:39,33252.26
31,c-NIGER-7,EXT-3,0,2018-04-04 01:54:48,0001-01-01 00:00:00,0.00
31,c-NIGER-7,EXT-3,0,2018-04-04 01:54:48,2018-04-04 02:03:22,15784.28
1,c-NIGER-0,NIGER-4,3,2018-04-04 03:17:16,0001-01-01 00:00:00,0.00
1,c-NIGER-0,NIGER-4,3,2018-04-04 03:17:16,2018-04-04 03:23:18,31720.04
26,c-NIGER-6,NIGER-4,2,2018-04-04 10:18:54,0001-01-01 00:00:00,0.00
26,c-NIGER-6,NIGER-4,2,2018-04-04 10:18:54,2018-04-04 10:20:47,0.00
19,c-NIGER-4,NIGER-9,0,2018-04-04 10:47:34,0001-01-01 00:00:00,0.00
13,c-NIGER-2,NIGER-1,1,2018-04-04 10:53:24,0001-01-01 00:00:00,0.00
19,c-NIGER-4,NIGER-9,0,2018-04-04 10:47:34,2018-04-04 10:53:31,32525.77
13,c-NIGER-2,NIGER-1,1,2018-04-04 10:53:24,2018-04-04 10:55:42,10340.09
2,c-NIGER-0,NIGER-4,3,2018-04-04 12:35:37,0001-01-01 00:00:00,0.00
2,c-NIGER-0,NIGER-4,3,2018-04-04 12:35:37,2018-04-04 12:44:24,41458.94
35,c-NIGER-9,NIGER-8,0,2018-04-04 15:12:42,0001-01-01 00:00:00,0.00
35,c-NIGER-9,NIGER-8,0,2018-04-04 15:12:42,2018-04-04 15:15:28,64643.52
14,c-NIGER-2,NIGER-1,0,2018-04-04 15:36:19,0001-01-01 00:00:00,0.00
14,c-NIGER-2,NIGER-1,0,2018-04-04 15:36:19,2018-04-04 15:43:14,37251.90
21,c-NIGER-5,NIGER-4,3,2018-04-04 17:14:26,0001-01-01 00:00:00,0.00
32,c-NIGER-7,NIGER-1,2,2018-04-04 17:14:33,0001-01-01 00:00:00,0.00
21,c-NIGER-5,NIGER-4,3,2018-04-04 17:14:26,2018-04-04 17:15:39,723.42
32,c-NIGER-7,NIGER-1,2,2018-04-04 17:14:33,2018-04-04 17:19:51,0.00
3,c-NIGER-0,NIGER-4,0,2018-04-04 17:27:24,0001-01-01 00:00:00,0.00
3,c-NIGER-0,NIGER-4,0,2018-04-04 17:27:24,2018-04-04 17:34:19,8009.67
36,c-NIGER-9,EXT-2,1,2018-04-04 18:43:01,0001-01-01 00:00:00,0.00
36,c-NIGER-9,EXT-2,1,2018-04-04 18:43:01,2018-04-04 18:48:27,18627.07
4,c-NIGER-0,NIGER-6,0,2018-04-04 23:07:28,0001-01-01 00:00:00,0.00
4,c-NIGER-0,NIGER-6,0,2018-04-04 23:07:28,2018-04-04 23:10:48,13755.34
6,c-NIGER-0,NIGER-8,0,2018-04-04 23:38:57,0001-01-01 00:00:00,0.00
6,c-NIGER-0,NIGER-8,0,2018-04-04 23:38:57,2018-04-04 23:39:02,27510.68
20,c-NIGER-4,NIGER-9,0,2018-04-05 01:31:01,0001-01-01 00:00:00,0.00
20,c-NIGER-4,NIGER-9,0,2018-04-05 01:31:01,2018-04-05 01:34:15,1106.44
27,c-NIGER-6,NIGER-4,3,2018-04-05 04:22:01,0001-01-01 00:00:00,0.00
27,c-NIGER-6,NIGER-4,3,2018-04-05 04:22:01,2018-04-05 04:29:14,53240.71
37,c-NIGER-9,EXT-0,0,2018-04-05 04:50:18,0001-01-01 00:00:00,0.00
37,c-NIGER-9,EXT-0,0,2018-04-05 04:50:18,2018-04-05 04:54:27,73952.27
28,c-NIGER-6,NIGER-6,0,2018-04-05 06:55:29,0001-01-01 00:00:00,0.00
28,c-NIGER-6,NIGER-6,0,2018-04-05 06:55:29,2018-04-05 06:59:03,32833.29
46,c-NIGER-11,EXT-0,0,2018-04-05 09:20:23,0001-01-01 00:00:00,0.00
46,c-NIGER-11,EXT-0,0,2018-04-05 09:20:23,2018-04-05 09:24:36,6681.78
47,c-NIGER-11,EXT-2,0,2018-04-05 10:46:52,0001-01-01 00:00:00,0.00
47,c-NIGER-11,EXT-2,0,2018-04-05 10:46:52,2018-04-05 10:49:39,14529.43
5,c-NIGER-0,NIGER-7,3,2018-04-05 11:38:51,0001-01-01 00:00:00,0.00
38,c-NIGER-9,NIGER-8,0,2018-04-05 11:40:38,0001-01-01 00:00:00,0.00
5,c-NIGER-0,NIGER-7,3,2018-04-05 11:38:51,2018-04-05 11:43:43,28999.46
38,c-NIGER-9,NIGER-8,0,2018-04-05 11:40:38,2018-04-05 11:44:58,23606.79
22,c-NIGER-5,NIGER-6,0,2018-04-05 14:52:23,0001-01-01 00:00:00,0.00
22,c-NIGER-5,NIGER-6,0,2018-04-05 14:52:23,2018-04-05 14:59:38,49982.04
9,c-NIGER-1,EXT-0,3,2018-04-05 15:19:24,0001-01-01 00:00:00,0.00
9,c-NIGER-1,EXT-0,3,2018-04-05 15:19:24,2018-04-05 15:26:35,35495.86
41,c-NIGER-10,EXT-1,0,2018-04-05 16:30:48,0001-01-01 00:00:00,0.00
41,c-NIGER-10,EXT-1,0,2018-04-05 16:30:48,2018-04-05 16:38:13,15882.07
23,c-NIGER-5,NIGER-6,1,2018-04-05 21:04:17,0001-01-01 00:00:00,0.00
23,c-NIGER-5,NIGER-6,1,2018-04-05 21:04:17,2018-04-05 21:09:21,11713.23
48,c-NIGER-11,EXT-2,3,2018-04-05 23:54:24,0001-01-01 00:00:00,0.00
48,c-NIGER-11,EXT-2,3,2018-04-05 23:54:24,2018-04-06 00:00:00,42276.18
49,c-NIGER-11,EXT-3,3,2018-04-06 00:33:10,0001-01-01 00:00:00,0.00
49,c-NIGER-11,EXT-3,3,2018-04-06 00:33:10,2018-04-06 00:33:15,84552.36
