ATM_id,loc_latitude,loc_longitude,city,country
ABYA-53,6.338735,7.428169,Udi,Nigeria
ABYA-54,6.433409,3.328824,Lagos,Nigeria
ABYA-55,6.785779,7.063563,Enugu,Nigeria
ABYA-56,6.423716,3.240681,Lagos,Nigeria
ABYA-57,12.499157,8.053044,Kano,Nigeria
ABYA-58,10.943627,7.714437,Kano,Nigeria
ABYA-59,4.72308,7.094306,Okrika,Nigeria
ABYA-60,8.140274,6.796861,Oji,Nigeria
ABYA-61,6.174073,7.656387,Enugu,Nigeria
ABYA-62,6.46478,3.292612,Lagos,Nigeria
ABYA-63,6.828127,7.467168,Enugu,Nigeria
ABYA-64,6.560724,3.478101,Lagos,Nigeria
ABYA-65,6.306269,7.369524,Udi,Nigeria
ABYA-66,8.908433,7.587365,Abuja,Nigeria
ABYA-67,12.064862,8.133744,Kano,Nigeria
ABYA-68,4.8048,7.153047,Okrika,Nigeria
ABYA-69,6.065546,7.455045,Awgu,Nigeria
ABYA-70,6.282953,7.379862,Udi,Nigeria
ABYA-71,4.823267,7.423202,Oyigbo,Nigeria
ABYA-72,8.160765,6.766228,Oji,Nigeria
ABYA-73,9.214479,7.542046,Abuja,Nigeria
ABYA-74,6.362191,3.52722,Lagos,Nigeria
ABYA-75,4.787884,7.130823,Oyigbo,Nigeria
ABYA-76,11.120836,8.875661,Kano,Nigeria
ABYA-77,4.676695,7.29852,Gokana,Nigeria
ABYA-78,6.364067,3.32992,Lagos,Nigeria
ABYA-79,4.906104,7.269467,Oyigbo,Nigeria
ABYA-80,6.528054,3.441411,Lagos,Nigeria
ABYA-81,11.707508,8.893633,Kano,Nigeria
ABYA-82,11.738608,7.866724,Kano,Nigeria
ABYA-83,10.973316,8.047741,Kano,Nigeria
ABYA-84,6.335079,3.397186,Lagos,Nigeria
ABYA-85,4.793888,7.452737,Oyigbo,Nigeria
ABYA-86,4.710875,6.994616,Okrika,Nigeria
ABYA-87,6.596445,3.359154,Lagos,Nigeria
ABYA-88,12.527959,7.892039,Kano,Nigeria
ABYA-89,6.530177,3.302852,Lagos,Nigeria
ABYA-90,11.306537,8.816879,Kano,Nigeria
ABYA-91,6.522888,3.360514,Lagos,Nigeria
ABYA-92,4.562906,7.546176,Opobo,Nigeria
ABYA-93,12.464873,8.937156,Kano,Nigeria
ABYA-94,9.184777,7.572442,Abuja,Nigeria
ABYA-95,6.549764,3.251241,Lagos,Nigeria
ABYA-96,6.415196,3.467127,Lagos,Nigeria
ABYA-97,10.917038,9.031468,Kano,Nigeria
ABYA-98,4.680878,7.186467,Eleme,Nigeria
ABYA-99,6.377751,3.419379,Lagos,Nigeria
ABYA-100,11.253012,8.669087,Kano,Nigeria
ABYA-101,6.569084,3.481431,Lagos,Nigeria
ABYA-102,6.489177,3.538675,Lagos,Nigeria
ABYA-103,11.703731,9.158093,Kano,Nigeria
ABYA-104,6.433728,3.434593,Lagos,Nigeria
ABYA-105,6.691828,7.196604,Enugu,Nigeria
ABYA-106,10.98122,8.780761,Kano,Nigeria
ABYA-107,6.547872,3.501846,Lagos,Nigeria
ABYA-108,6.539569,3.301769,Lagos,Nigeria
ABYA-109,12.267944,7.866099,Kano,Nigeria
ABYA-110,4.644919,7.306333,Gokana,Nigeria
ABYA-111,10.646058,8.09796,Kano,Nigeria
ABYA-112,6.362633,3.243875,Lagos,Nigeria
ABYA-113,6.756412,6.938243,Enugu,Nigeria
ABYA-114,4.733104,6.949206,Port Harcourt,Nigeria
ABYA-115,6.410038,3.276463,Lagos,Nigeria
ABYA-116,9.104061,7.414667,Abuja,Nigeria
ABYA-117,9.095799,7.60172,Abuja,Nigeria
ABYA-118,6.520492,7.049911,Enugu,Nigeria
ABYA-119,4.646043,7.110627,Okrika,Nigeria
ABYA-120,6.54882,3.309462,Lagos,Nigeria
ABYA-121,11.621733,7.701782,Kano,Nigeria
ABYA-122,4.581993,7.231329,Bonny,Nigeria
ABYA-123,12.090195,7.899998,Kano,Nigeria
ABYA-124,6.378342,3.406437,Lagos,Nigeria
ABYA-125,4.745401,7.18729,Eleme,Nigeria
ABYA-126,11.1189,8.422161,Kano,Nigeria
ABYA-127,6.399809,3.387491,Lagos,Nigeria
ABYA-128,8.940982,7.435346,Abuja,Nigeria
ABYA-129,6.429007,3.285433,Lagos,Nigeria
ABYA-130,6.434031,3.316281,Lagos,Nigeria
ABYA-131,4.873327,7.027493,Obio-Akpor,Nigeria
ABYA-132,6.465261,7.753255,Enugu,Nigeria
ABYA-133,9.172988,7.553935,Abuja,Nigeria
ABYA-134,6.57115,3.23538,Lagos,Nigeria
ABYA-135,6.563088,3.434483,Lagos,Nigeria
ABYA-136,6.915244,7.303846,Enugu,Nigeria
ABYA-137,8.168613,6.787284,Oji,Nigeria
ABYA-138,6.653341,7.690612,Enugu,Nigeria
ABYA-139,10.867166,8.32326,Kano,Nigeria
ABYA-140,4.715568,6.976595,Port Harcourt,Nigeria
ABYA-141,6.521113,3.37273,Lagos,Nigeria
ABYA-142,9.204742,7.544779,Abuja,Nigeria
ABYA-143,5.986694,6.972178,Enugu,Nigeria
ABYA-144,12.224365,8.922591,Kano,Nigeria
ABYA-145,12.089686,9.202099,Kano,Nigeria
ABYA-146,6.363277,3.524295,Lagos,Nigeria
ABYA-147,5.120917,6.647717,Ahoada,Nigeria
ABYA-148,9.205146,7.463024,Abuja,Nigeria
ABYA-149,12.493737,9.28234,Kano,Nigeria
